Rinf,s50,c,sigma
398.77,300.26,1.3226,0.30302
363.54,190.86,1.6874,0.38697
337.87,234.29,1.4352,0.31823
382.5,310.38,1.2732,0.33373
349.46,242.69,1.389,0.32023
351.54,243.71,1.382,0.34831
372.74,296.73,1.3245,0.3301
377.38,240.23,1.5015,0.31392
292,173.88,1.6653,0.31062
312.74,241.12,1.2969,0.40466
257.44,146.6,1.7009,0.39512
315.26,182.05,1.5902,0.33349
355.82,241.68,1.4495,0.3974
370.57,254,1.4322,0.29311
299.16,192.31,1.4341,0.32325
371.14,241.94,1.4809,0.31681
355.31,215.5,1.5857,0.27713
344.54,218.03,1.4909,0.34469
348.26,204.84,1.5673,0.35885
327.53,202.22,1.5511,0.36309
377.87,283.28,1.3042,0.34234
388.45,221.64,1.5435,0.35831
347.43,216.23,1.5116,0.31128
397.91,283.3,1.3965,0.38016
382.01,282.41,1.3632,0.31149
355.88,193.12,1.7122,0.37118
392.05,234.65,1.5297,0.36825
312.59,194.92,1.5803,0.29714
340.12,219.25,1.4405,0.36693
394.88,243.62,1.4991,0.38319
286.1,201.03,1.4334,0.35275
387.38,261.75,1.4166,0.27904
386.31,242.3,1.4947,0.32395
356.31,232.84,1.4948,0.30812
334.28,208.45,1.4978,0.34885
273.13,155.79,1.7147,0.3346
374.4,217.08,1.6015,0.31637
358.76,250.98,1.4217,0.34654
309.03,200.21,1.5497,0.3902
387.45,287.77,1.3272,0.36984
309.46,206.02,1.5253,0.2834
398.79,253.14,1.4689,0.35905
320.28,187.43,1.5295,0.35528
274.44,182.78,1.5458,0.36448
343.42,193.91,1.6187,0.31189
326.94,215.62,1.4717,0.31328
397.97,287.52,1.3798,0.43622
262.87,159.43,1.6041,0.31887
346.64,227.76,1.509,0.28934
348.5,202.2,1.5358,0.40096
336.78,214.34,1.4553,0.37199
301.01,196.9,1.5568,0.3147
338.99,204.09,1.5619,0.37872
235.67,152.98,1.6392,0.37955
311.15,211.11,1.4712,0.33481
388.36,260.68,1.4202,0.34914
378.15,219.35,1.5791,0.342
339.19,227.97,1.4433,0.33496
365.3,293.39,1.2831,0.33131
347.97,238.78,1.4278,0.32384
359.41,225.88,1.489,0.32455
358.47,206.69,1.6074,0.39363
356.95,212.67,1.5403,0.31586
373.33,222.27,1.4805,0.36147
340.31,230.72,1.4542,0.3378
314.18,196.27,1.5032,0.30043
273.41,170.65,1.5532,0.33018
315.96,247.03,1.3046,0.35939
391.41,277.15,1.3896,0.30001
349.23,247.42,1.4013,0.35015
332.22,204.54,1.5053,0.37669
304.48,168.59,1.6829,0.33839
374.91,258.46,1.3906,0.33275
271.39,176.62,1.5358,0.36949
381.66,234.74,1.5035,0.36884
321.37,243,1.3392,0.32935
397.78,228.32,1.5648,0.30082
344.47,238.04,1.4635,0.2914
381.86,278.72,1.3666,0.31136
383.67,233.07,1.5163,0.33698
369.28,216.55,1.5794,0.35423
369.4,237.69,1.447,0.35582
294.04,183.02,1.5665,0.29946
391.92,251.69,1.4387,0.30539
362.83,234.71,1.4057,0.37743
352.11,288.09,1.2605,0.39203
378.32,191.85,1.6769,0.42439
357.77,228.26,1.4265,0.37658
386.21,268.64,1.3897,0.33363
355.92,239.51,1.4081,0.29867
379.47,256.32,1.4342,0.3663
375.3,207.34,1.5178,0.32167
333.05,243.58,1.3732,0.28544
398.95,251.37,1.4774,0.33726
337.71,206.79,1.5339,0.29514
371.8,249.16,1.4687,0.32941
373.23,217.98,1.4674,0.38434
351.88,207.09,1.5871,0.32016
327.25,192.35,1.5309,0.45118
333.96,209.38,1.552,0.34251
372.53,237.33,1.4654,0.30955
345.93,223.34,1.4996,0.34626
347.05,227.01,1.4526,0.31616
351.47,193.3,1.5941,0.36746
392.88,297.71,1.3029,0.31561
349.5,210.61,1.5238,0.31936
325.91,196.56,1.5572,0.36245
296.68,192.83,1.4896,0.35408
341.54,247.53,1.4312,0.36365
377.66,216.3,1.5187,0.32553
381.9,274.32,1.327,0.30174
301.06,205.79,1.486,0.37651
394.43,312.1,1.3656,0.30818
343.05,229.97,1.4585,0.28205
361.24,216.42,1.4865,0.37335
306.33,212.6,1.4012,0.3374
394.71,275.48,1.3755,0.29671
318.27,205.87,1.5582,0.34727
390.91,247.25,1.4902,0.30812
367.92,225.6,1.5173,0.28268
396.28,242.07,1.5102,0.35187
317.06,241.54,1.3634,0.32239
321.79,194.13,1.5485,0.33209
235.67,152.98,1.6392,0.37955
376.79,235.8,1.4833,0.35682
360.65,268.02,1.3589,0.29922
253.08,157.21,1.6261,0.333
297.16,191.53,1.4751,0.36708
339.86,217.77,1.4756,0.37345
278.56,182.31,1.6237,0.3625
313.62,215.85,1.4221,0.30734
395.87,234.54,1.4847,0.34807
369.11,257.06,1.3815,0.29501
311.09,202.05,1.5066,0.33094
387.26,238.73,1.4283,0.36039
350.27,236.91,1.4595,0.31395
351.59,243.7,1.334,0.36579
380.85,225.22,1.5861,0.37412
368.55,266.88,1.3937,0.3444
348.88,256.91,1.2809,0.31484
206.18,127.18,1.646,0.34209
359.46,223.11,1.5303,0.31496
383.91,251.93,1.4005,0.33081
266.36,167.35,1.6086,0.35045
350.2,223.43,1.4868,0.33376
298.61,199.25,1.4245,0.35637
379.27,235.74,1.5149,0.32816
367.34,221.21,1.5471,0.36538
356.53,217.28,1.4376,0.40996
375.43,208.81,1.5513,0.37103
319.86,192.23,1.5525,0.36699
349.13,211.81,1.522,0.34645
393.79,249.03,1.4663,0.30776
327.94,205.49,1.5989,0.36117
394.69,291.71,1.3461,0.38753
348.96,230.59,1.4861,0.31386
322.75,197.82,1.5721,0.31361
349.81,245.5,1.3396,0.34277
368.39,254.42,1.4573,0.34868
230.74,134.61,1.6702,0.33652
391.4,309.25,1.2571,0.39661
371.78,255.14,1.4042,0.34701
383.08,234.04,1.4888,0.30987
379.45,255.94,1.4086,0.3088
369.73,244.39,1.4345,0.32274
329.56,205.9,1.5493,0.29961
363.99,301.79,1.3192,0.36193
325.04,213.35,1.4882,0.38688
359.37,245.79,1.3851,0.36434
374.01,222.92,1.5327,0.31467
378.01,232.43,1.5665,0.3601
326.86,213.85,1.4348,0.31356
379.41,243.69,1.4804,0.37928
371.09,215.6,1.5981,0.35402
350.8,249.57,1.3574,0.34639
384.14,260.04,1.4201,0.34966
286.95,178.69,1.7024,0.34869
368.54,217.96,1.5019,0.33164
264.41,190.79,1.4901,0.34964
335.18,206.91,1.5695,0.37053
365.49,234.71,1.4394,0.38671
372.54,253.08,1.4596,0.3331
357.2,237.43,1.4835,0.34196
311.47,172.27,1.6578,0.36367
309.49,212.48,1.5224,0.38899
396.33,289.21,1.3856,0.31081
342.08,216.12,1.5374,0.36233
370.55,229.05,1.4459,0.33939
279.03,174.82,1.5819,0.31202
321.04,208.11,1.5517,0.3559
296.37,169.17,1.6286,0.37462
304.06,210.57,1.4614,0.30192
282,166.05,1.6053,0.40318
264.48,179.78,1.6086,0.33399
365.83,281.59,1.315,0.29398
343.44,245.39,1.3436,0.3333
356.62,231.88,1.4857,0.34599
331.25,246.68,1.4102,0.39226
294.56,186.39,1.5992,0.30314
386.42,262.15,1.4073,0.33045
391.04,244.53,1.452,0.34844
390.66,228.26,1.4957,0.38232
365.47,205.61,1.5751,0.33086
394.82,252.79,1.4672,0.39224
383.43,259.84,1.4221,0.33766
330.44,262.94,1.2663,0.46153
331.19,212.94,1.5105,0.33351
342.77,196.51,1.5846,0.36913
298.8,194.2,1.5228,0.28452
295.48,201.65,1.5191,0.35101
327.32,191.73,1.5751,0.38981
350.23,226.59,1.3912,0.38989
383.83,241.99,1.4278,0.33026
280.15,184.74,1.4233,0.34213
328.77,214.83,1.4648,0.31997
349.69,235.92,1.347,0.37011
350.53,214.39,1.5952,0.3231
350.51,215.7,1.5297,0.30636
386.82,262.25,1.4279,0.3625
347.3,215.3,1.5246,0.28147
366.48,238.17,1.4419,0.37187
236.47,139.92,1.6182,0.35642
304.23,206.5,1.4142,0.37121
383.87,264.49,1.4075,0.32517
334.59,203.29,1.4923,0.33688
326.44,242.18,1.3483,0.34044
283.13,180.22,1.5651,0.40643
362.35,222.71,1.4135,0.43251
352.23,230.71,1.4345,0.35537
368.99,223.81,1.5131,0.32492
375.04,218.93,1.5825,0.30189
263.7,159.35,1.5391,0.36717
341.13,218.11,1.4611,0.30402
341.26,212.58,1.486,0.30766
367.01,271.43,1.2944,0.39625
362.76,249.07,1.4549,0.34216
358.19,211.49,1.5336,0.36901
392.56,280.23,1.3985,0.38676
363,237.04,1.4497,0.33748
359.07,222.32,1.5786,0.34234
268.1,172.66,1.5481,0.34736
319.05,207.25,1.4781,0.3683
304.09,201.86,1.5097,0.33678
361.02,215.12,1.5775,0.31353
346.92,193.44,1.6005,0.38142
383.87,263.54,1.3997,0.31617
381.66,225.9,1.4688,0.31086
336.95,260.16,1.3564,0.34158
263.93,194.62,1.3436,0.36812
378.02,230.93,1.484,0.29207
388.8,266.95,1.4265,0.41012
299.83,179.75,1.583,0.335
392.06,257.53,1.4754,0.29841
358.33,219.42,1.534,0.34458
374.57,223.89,1.5603,0.38366
235.71,150.45,1.5562,0.38757
365.35,236.35,1.4554,0.27281
298.95,171.36,1.6732,0.4018
385.38,277.23,1.3996,0.32754
380.06,254.23,1.3526,0.36955
292.12,155.76,1.7781,0.34069
335.67,225.61,1.3734,0.40428
390.61,258.1,1.4499,0.27463
399.4,274.81,1.3876,0.29382
321.5,205.53,1.5674,0.30611
377.65,270.25,1.3962,0.38591
220.49,134.82,1.6624,0.33825
261.75,183.67,1.4421,0.33139
337.9,234.65,1.3611,0.33979
263.62,145.57,1.7348,0.35295
347.37,248.86,1.4108,0.26372
385.97,235.48,1.5246,0.35268
274.51,178.03,1.6029,0.33015
393.06,269.71,1.3661,0.33469
360.3,286.63,1.2536,0.34759
391.15,224.81,1.6163,0.31204
206.18,127.18,1.646,0.34209
377.83,270.78,1.3348,0.3363
394.56,282.56,1.3866,0.31313
376.66,233.68,1.5409,0.38849
360.75,226.89,1.5318,0.35721
333.91,224.12,1.4424,0.35819
343.46,223.67,1.4478,0.34788
380.52,239.03,1.503,0.31526
260.96,190.35,1.4806,0.31383
372.88,221.12,1.5075,0.35224
299.84,190.2,1.5023,0.27611
354.35,207.74,1.6103,0.34693
374.31,241.14,1.5246,0.32395
347.17,202.03,1.6455,0.34423
390.54,248.72,1.4916,0.35834
352.13,233.08,1.4856,0.32835
369.71,225.95,1.5314,0.29628
390.39,253.6,1.4767,0.30402
383.23,217.95,1.47,0.3842
396.11,278.05,1.3798,0.32453
373.48,228.34,1.4657,0.41475
320.68,205.83,1.5561,0.31519
305.96,223.16,1.3834,0.36659
267.74,179.48,1.4829,0.3936
393.79,287.45,1.3606,0.29141
373.85,242.94,1.3942,0.37038
314.31,211.8,1.5206,0.34418
258.29,166.89,1.5214,0.33996
371.25,225.16,1.4926,0.30747
307.3,186.16,1.568,0.36663
370.94,242.1,1.4338,0.38673
366.45,253.69,1.3783,0.33527
360.82,219.3,1.5246,0.29104
360.73,242.04,1.4641,0.32007
381.87,245.25,1.5115,0.33142
363.28,253.05,1.3867,0.30878
273.19,169.77,1.5254,0.2961
347.45,209.47,1.4975,0.35542
361.13,220.93,1.5248,0.34164
355.87,241.8,1.4358,0.32989
387.4,262.93,1.4543,0.33923
395.44,256.23,1.4136,0.34277
285.43,171.3,1.658,0.35451
338.87,217.36,1.5145,0.37011
359.81,236.37,1.5286,0.32817
357.92,238.27,1.4201,0.31441
351.58,215.17,1.5279,0.29083
353.06,262.31,1.3011,0.32565
288.81,166.73,1.5541,0.39743
355.9,233.76,1.4892,0.28318
391.67,269.17,1.3991,0.31331
383.85,279.52,1.3942,0.40803
270.28,180.26,1.4508,0.37541
378.53,242.68,1.4249,0.34153
378.21,235.51,1.5571,0.29687
362,265.13,1.3719,0.29956
343.96,214.65,1.5032,0.35442
396.23,254.6,1.4488,0.33411
266.52,185.72,1.5087,0.35995
278.91,154.9,1.7187,0.38061
360.54,220.34,1.5068,0.34159
367.57,221.57,1.5288,0.36846
239.47,158.78,1.528,0.37485
280.47,157.36,1.7319,0.32917
255.87,169.42,1.5057,0.37534
352.6,197.94,1.5669,0.33779
339.2,230.41,1.4976,0.32099
378.73,237.39,1.4899,0.33715
364.29,232.16,1.4331,0.29972
377.6,232.57,1.4434,0.31506
365.52,236.76,1.5018,0.33538
239.39,141.31,1.5843,0.43325
362.59,225.16,1.5078,0.40245
358.34,243.74,1.4704,0.34285
374.41,258.06,1.3973,0.34525
323.95,229.73,1.3689,0.37939
295.23,190.67,1.6507,0.35212
370.9,242.01,1.4817,0.32867
369.76,203.06,1.508,0.39268
365.33,205.12,1.5895,0.35828
331.39,192.19,1.5953,0.35894
345.69,232.32,1.4604,0.41876
294.68,193.16,1.4762,0.3386
307.77,220.68,1.384,0.37888
334.1,191.74,1.5672,0.35389
338.43,217.9,1.4804,0.31711
395.28,278.81,1.3636,0.37074
344.01,226.81,1.5016,0.31874
323.22,197.72,1.5291,0.35478
399.9,226.85,1.5666,0.36228
364.23,226.92,1.4973,0.31656
335.13,208.4,1.482,0.35837
349.49,229.57,1.4143,0.3255
348.84,236.25,1.4284,0.33348
363.78,251.97,1.4214,0.32181
291,176.68,1.6125,0.35561
374.69,258.31,1.4124,0.34848
352.22,242.19,1.4258,0.37252
319.1,228.7,1.356,0.3333
276.71,177.62,1.5422,0.28152
291.26,180.79,1.5503,0.3397
367.24,274.24,1.3427,0.35167
371.1,222.64,1.5417,0.37034
316.01,178.97,1.7057,0.32405
387.47,247.51,1.3827,0.38115
351.85,228.01,1.4174,0.31962
391.21,234.93,1.5425,0.33067
390.03,241.54,1.4815,0.36195
356.88,273.87,1.3576,0.35011
372,250.46,1.4531,0.32739
391.89,247.13,1.4706,0.35001
310.41,214.53,1.4667,0.30297
339.51,198.26,1.6139,0.35337
312.82,191.15,1.5733,0.3433
340.74,240.85,1.3734,0.36804
297.47,172.79,1.7231,0.36222
351.07,214.32,1.627,0.36066
366.78,245.59,1.4183,0.33751
279.38,183.29,1.5573,0.3031
279.99,160.11,1.6787,0.30012
356.13,239.54,1.442,0.34505
372.52,221.46,1.4908,0.34474
341.38,223.06,1.4427,0.30634
264.77,188.62,1.4298,0.34134
348.97,240.88,1.4176,0.32078
281.45,165.91,1.6175,0.36128
365.88,253.65,1.4256,0.28012
320.16,215.27,1.4351,0.32794
342.74,213.84,1.4559,0.3677
230.46,142.04,1.7154,0.34878
361.51,238.19,1.4744,0.31842
334.7,268.3,1.3201,0.35189
270.75,188.9,1.4369,0.3293
299.25,190.35,1.4829,0.40757
386.88,268.85,1.3368,0.32276
382.92,221.24,1.5144,0.39115
376.16,218.62,1.5344,0.36676
387.04,253.26,1.4168,0.3878
374.79,223.06,1.5579,0.37047
379.37,242.22,1.4255,0.35689
343.4,233.39,1.4513,0.35995
276.06,189.24,1.5249,0.32289
240.8,152.67,1.5901,0.35134
311,201.97,1.5419,0.34708
363.32,252.49,1.4095,0.31546
335.32,230.47,1.4037,0.37435
390.87,301.76,1.336,0.34427
375.75,304.64,1.2946,0.27651
369.15,274.06,1.3587,0.33957
337.6,195.77,1.5514,0.33167
395.97,243.91,1.5107,0.34903
301.93,188.62,1.5429,0.3571
381.89,227.13,1.5251,0.40486
378.26,257.3,1.4845,0.32063
299.49,182.48,1.5661,0.3313
352.02,256.08,1.4147,0.29614
355.13,267.63,1.2999,0.34773
355.2,234.49,1.4907,0.28845
399.76,260.48,1.4936,0.30969
299.37,201.2,1.5413,0.34311
342.57,234.91,1.4782,0.3249
247.99,166.05,1.4822,0.35683
398.21,271.75,1.4011,0.30797
378.4,248.81,1.4194,0.3976
286.26,179.75,1.4914,0.40798
371.43,242.53,1.3992,0.3868
276.88,168.76,1.621,0.32014
356.7,273.61,1.3026,0.40537
317.09,211.36,1.4735,0.34379
373.5,290.38,1.3061,0.30214
324.46,223.26,1.4167,0.3373
287.19,162.4,1.6787,0.38437
335.75,188.02,1.6526,0.43654
383.96,231.98,1.4795,0.35036
396.49,280.07,1.3762,0.37997
386.54,269.91,1.3543,0.3264
355.08,242.82,1.4735,0.34332
339.26,238.02,1.4089,0.30057
320.75,235.53,1.4634,0.32832
389.23,247.52,1.4972,0.35662
396.26,310.37,1.2873,0.3269
334.27,197.85,1.6157,0.3464
340.91,229.85,1.4477,0.34835
381.6,231.95,1.5225,0.35332
390.64,249.22,1.487,0.30362
350,235.28,1.4417,0.29789
346.57,216.24,1.5358,0.34237
317.01,194.69,1.5755,0.3143
381.18,231.98,1.5377,0.36573
317.98,180.55,1.6359,0.36434
238.98,158.47,1.5645,0.31634
375.28,228.28,1.5265,0.34174
320.13,165.74,1.7094,0.35331
344.18,234.21,1.4031,0.34059
385.26,266.72,1.3893,0.31726
320.07,217.28,1.3851,0.34432
365.14,226.58,1.4775,0.27866
347.18,199.11,1.5645,0.38469
350.33,291.49,1.2951,0.37932
335.5,231.16,1.4145,0.32946
396.55,251.28,1.4652,0.32539
373.95,231.52,1.5116,0.31787
345.26,191.82,1.5995,0.35845
243.94,160.16,1.5281,0.41397
273.13,155.79,1.7147,0.3346
388.67,292.22,1.3781,0.33349
314.61,183.62,1.6488,0.36652
332.31,229.77,1.4415,0.34358
379.69,223.53,1.4883,0.38748
381.45,232.62,1.4626,0.32561
357.82,244.29,1.4322,0.29342
350.92,248.63,1.5284,0.31282
372.11,261.8,1.3614,0.36536
231.03,159.52,1.5242,0.2818
356.32,231.84,1.3754,0.38238
355.72,236.96,1.3599,0.31677
239.16,145.76,1.6353,0.35654
261.35,174.91,1.4846,0.3545
386.03,232.35,1.5619,0.2959
370.06,231.15,1.4253,0.35417
315.86,211.13,1.4329,0.32721
377.14,280.34,1.3592,0.34984
290.94,182.74,1.4834,0.35826
285.2,173.93,1.4584,0.36704
358.92,264.35,1.3762,0.34753
379.8,233.34,1.455,0.36531
387.13,285.35,1.3609,0.32204
358.78,226.57,1.5351,0.35232
329.81,222.83,1.3797,0.35533
392.68,281.67,1.3296,0.30487
391.69,256.9,1.4702,0.34488
392.68,222.28,1.5427,0.35197
256.51,172.88,1.5304,0.2912
268.44,176.53,1.5202,0.31743
325.77,201.91,1.5153,0.35849
399.76,244.88,1.4906,0.33584
331.87,240.71,1.3322,0.36293
339.25,201.51,1.6564,0.37296
256.51,172.88,1.5304,0.2912
377.11,230.78,1.5308,0.38028
382.44,234.58,1.5015,0.30883
310.37,206.57,1.4688,0.3239
351.89,216.78,1.5334,0.33223
362.4,198.94,1.5586,0.39301
273.72,166.99,1.6242,0.31733
339.19,223.82,1.4735,0.3269
389.19,286.2,1.3659,0.35231
366.71,236.56,1.5136,0.27948
364.56,261.35,1.3372,0.33496
304.31,158.45,1.607,0.375
369.56,254.49,1.4388,0.31373
320.74,235.26,1.3937,0.29322
376.88,287.89,1.349,0.36425
294.71,188.75,1.4743,0.42824
375.72,234.38,1.5433,0.28242
370.8,265.93,1.326,0.32415
283.74,161.59,1.7368,0.38089
368.74,252.78,1.4118,0.33613
335.09,193.37,1.6268,0.34268
312.36,226.59,1.3228,0.34252
375.77,256.96,1.4354,0.35796
331.01,175.61,1.6779,0.40707
346.31,230.22,1.488,0.32355
323.54,233.53,1.3484,0.32224
250.36,164.02,1.5262,0.41314
358.97,236.97,1.4883,0.35026
351.28,221.36,1.495,0.3201
398.06,244.11,1.4946,0.30766
367.32,262.11,1.4037,0.34551
398.08,225.82,1.5141,0.32255
358.91,253.61,1.3437,0.31827
382.85,248.52,1.4281,0.33676
381.76,258.75,1.4447,0.37402
384.51,237.6,1.5467,0.34399
276.88,186.52,1.5919,0.36823
397.99,260.35,1.4402,0.34952
370.74,258.32,1.4113,0.34067
312.2,209.25,1.5075,0.29524
325.49,210.53,1.4779,0.35657
361.43,226.58,1.5395,0.37767
365.04,237.2,1.4633,0.3502
386.51,271.17,1.329,0.35307
347.18,275.45,1.2672,0.34877
395.89,261.1,1.4307,0.35404
361.13,246.17,1.3688,0.32486
381.82,244.84,1.4917,0.31343
374.12,267.2,1.3238,0.35331
263.41,169.57,1.594,0.32328
352.14,276.41,1.3089,0.3723
271.16,209.46,1.3392,0.3264
240.8,152.67,1.5901,0.35134
389.32,318.55,1.2615,0.33943
345.59,221.04,1.5128,0.29689
279.99,169.92,1.5813,0.3751
364.46,196.35,1.5918,0.36123
350.55,259.14,1.2893,0.4231
389.11,265.06,1.3855,0.35971
350.74,225.46,1.395,0.36096
304.67,171.96,1.6861,0.32638
331.25,188.51,1.6577,0.3641
375.97,306.94,1.2666,0.34865
362.52,226.19,1.5521,0.32284
394.97,258.64,1.425,0.40157
339.75,211.5,1.5763,0.30151
287.19,162.4,1.6787,0.38437
352.47,223.24,1.5639,0.31018
348.73,240.92,1.4506,0.32734
356.08,236.58,1.491,0.34004
359.69,254.03,1.4693,0.34448
398.94,268.09,1.4034,0.37698
277.32,177.23,1.4903,0.36509
396.07,254.3,1.452,0.36612
278.73,195.52,1.4477,0.32541
353.59,238.56,1.3972,0.29115
371.92,237.08,1.4752,0.32748
382.83,239.68,1.464,0.29532
392.12,279.09,1.3514,0.3324
356.3,272.86,1.3418,0.30902
360.79,239.54,1.4039,0.32165
296.13,234.99,1.3714,0.31774
285.69,180.26,1.559,0.29385
260.17,167.53,1.5171,0.35145
300.96,189.79,1.5352,0.3612
316.18,235.41,1.3601,0.33903
327.9,208.71,1.4648,0.34426
280.02,185.75,1.5108,0.32476
389.77,271.86,1.3634,0.33976
349.3,229.66,1.431,0.35091
332.45,205.39,1.5593,0.35616
381.41,245.72,1.4987,0.31425
357.34,254.77,1.42,0.32679
391.04,234.2,1.5885,0.3766
365.45,283.52,1.287,0.31606
299.19,215.07,1.3635,0.38597
354.26,272.65,1.3129,0.35711
269.26,163.32,1.6858,0.35108
309.98,180.22,1.645,0.36044
385.87,234.75,1.5619,0.37063
321.05,199.55,1.5647,0.38945
378.69,257.1,1.4511,0.33818
384.73,281.33,1.3366,0.3914
307.9,163.97,1.6746,0.37881
291.97,199.68,1.4254,0.35116
395.63,226.43,1.5955,0.33956
279.43,202.38,1.3663,0.3576
375.68,236.69,1.4147,0.35905
384.61,210.2,1.5622,0.34101
313.6,217.85,1.3983,0.33761
367.37,228.81,1.4907,0.33872
373.83,266.93,1.4123,0.3262
308.66,207.49,1.5025,0.34248
339.68,189.59,1.6534,0.30445
332.32,207.04,1.5282,0.31244
383.68,240.94,1.5072,0.36588
393.32,260.03,1.457,0.31327
353.68,246.88,1.3771,0.44468
310.41,201.6,1.4942,0.35414
363.55,221.64,1.5304,0.39452
300.28,185.77,1.5452,0.30634
361.67,213.33,1.55,0.39709
313.61,184.08,1.5822,0.38823
363.52,220.62,1.4983,0.32517
333.63,214.21,1.5057,0.347
328.98,217.5,1.4512,0.35714
374.72,229.81,1.4882,0.36047
314.35,193.57,1.5116,0.38353
372.38,255.64,1.4132,0.335
306.63,184.86,1.5517,0.27946
347.47,220.65,1.5011,0.32109
278.97,165.96,1.633,0.32361
330.72,232.39,1.4043,0.33978
296.56,189.08,1.5675,0.37856
386.08,228.93,1.6159,0.34192
354.62,212.13,1.5404,0.31346
368.41,241.9,1.4217,0.33008
341.42,237.9,1.3443,0.39452
291.23,169.04,1.6391,0.36558
352.47,213.38,1.5238,0.30331
283.03,168.1,1.7156,0.32299
339.44,207.31,1.5612,0.2986
337.44,210.73,1.5137,0.26868
300.44,208.88,1.4109,0.36545
333.84,204.92,1.5168,0.38435
349.78,241.12,1.4267,0.41372
348.89,206.07,1.524,0.31522
370.36,268.93,1.3986,0.35455
314.56,218,1.4465,0.39306
364.67,261.35,1.3979,0.31956
360.97,216.84,1.5568,0.34091
291.18,221.94,1.3711,0.32147
329.52,211.29,1.4908,0.34171
391.98,235.8,1.5012,0.29486
353.06,238.25,1.4123,0.4107
320.17,207.87,1.5721,0.334
298.81,172.68,1.6133,0.34969
389.16,232.14,1.4757,0.40484
379,230.46,1.5034,0.37674
385.7,239.99,1.4552,0.33715
370.4,252.25,1.4225,0.33107
331.46,192.17,1.6439,0.32668
394.04,279.81,1.3698,0.35099
398.78,252.53,1.4471,0.32727
355.03,239.22,1.5036,0.32791
386.79,255.06,1.4678,0.31433
314.08,205.33,1.4643,0.35827
386.33,284.5,1.2846,0.33553
383.11,245.17,1.4656,0.40398
286.41,183.51,1.4862,0.35091
385.43,235.69,1.4923,0.36686
360.84,216.65,1.4948,0.33146
356.94,241.25,1.4045,0.26893
367.25,225.28,1.5543,0.30463
391.03,258.62,1.4358,0.35352
317.99,222.92,1.4297,0.34157
295.29,189.99,1.5083,0.3289
366.59,209.97,1.6343,0.38645
374.59,246.92,1.3884,0.37358
271.95,149.43,1.7118,0.32077
311.46,186.21,1.5917,0.37644
359.61,203.91,1.6609,0.3072
355.48,234.49,1.5184,0.35542
379.73,243.27,1.4725,0.3555
343.83,223.26,1.5268,0.35401
380.14,250.71,1.4224,0.35872
362.38,231.08,1.5118,0.30903
369.96,252.57,1.4532,0.32065
340.86,206.46,1.4895,0.43115
392.31,277.06,1.3739,0.34218
351.34,217.47,1.5064,0.35817
393.21,206.84,1.6998,0.36064
394.86,244.89,1.4752,0.35395
394.99,261.72,1.3348,0.38637
398.26,282.54,1.3548,0.29169
328.21,189.98,1.6392,0.31071
304.13,191.86,1.5227,0.38566
351.56,232.79,1.5094,0.32974
334.92,221.92,1.4086,0.35591
372.83,256.32,1.4531,0.36102
366.14,243.9,1.4713,0.30092
248.41,152.87,1.6883,0.37568
393.25,252.24,1.4644,0.33675
355.35,191.13,1.6948,0.36871
396.24,263.44,1.4789,0.26961
368.09,304.84,1.2129,0.37265
379.52,241.09,1.44,0.33045
389.81,310.22,1.3063,0.33586
378.42,244.24,1.504,0.29512
341.81,182.13,1.7058,0.33051
363.01,230.41,1.4624,0.28232
393.82,212.76,1.6121,0.33464
336.51,203.57,1.5492,0.35449
247.13,140.74,1.7489,0.37405
238.77,133.68,1.725,0.34767
369.56,249.61,1.3818,0.33535
349.45,242.78,1.3864,0.37787
305.45,216.15,1.3852,0.27893
395.51,254.92,1.4424,0.33991
367.08,232.41,1.484,0.34181
383,256.55,1.4291,0.29078
324.89,251.41,1.2723,0.34221
359,229.84,1.4543,0.34835
350.44,238.65,1.3848,0.33068
379.12,256.26,1.4145,0.32214
300.6,229.16,1.3844,0.33802
326.72,211.66,1.4361,0.31022
233.32,137.53,1.7376,0.35867
344.33,214.67,1.4881,0.36858
392.44,226.69,1.5308,0.32303
369.06,246.69,1.4906,0.36825
353.95,259.69,1.3515,0.33684
361.72,227.06,1.4379,0.36441
344.68,201.47,1.6135,0.3392
290.26,195.69,1.4778,0.31535
330.9,197.85,1.5525,0.28764
298,204.56,1.4495,0.38499
266.94,160.12,1.6469,0.29735
390.53,252.39,1.4969,0.40499
342.32,203.85,1.5548,0.34974
381.25,198.41,1.5978,0.39106
354.85,222.65,1.5738,0.31754
328.46,224.42,1.4602,0.32649
347.97,224.58,1.5044,0.3357
365.41,245.91,1.4488,0.28454
378.83,260.34,1.4323,0.35998
375.84,239.9,1.4669,0.31604
309.86,231.82,1.3587,0.40833
351.13,230.48,1.4365,0.31028
395.4,261.43,1.4263,0.29608
385.51,260.5,1.4631,0.3236
341.39,276.81,1.2809,0.37529
308.99,192.43,1.5315,0.37664
327.33,225.96,1.3917,0.31853
360.43,220,1.5073,0.37031
314.87,224.73,1.3922,0.29876
305.49,199.58,1.4236,0.33783
397.91,279.45,1.3962,0.27397
388.63,281.38,1.3085,0.35137
376.4,272.35,1.3352,0.38062
315.5,197.09,1.4848,0.39219
312.42,202.72,1.4907,0.28485
386.19,253.64,1.4795,0.3321
343.88,245.36,1.3561,0.33119
378.01,245.28,1.4765,0.29141
379.71,233.95,1.5001,0.36558
388.48,278.41,1.3876,0.31842
245.59,190.38,1.4153,0.3481
