Rinf,s50,c,sigma
357.08,241,1.4491,0.33059
333.33,213.5,1.5206,0.33973
387.14,300.62,1.3033,0.34135
343.6,195.07,1.6773,0.37874
329.51,208.05,1.5315,0.41508
341.33,239.02,1.4182,0.35576
373.09,242.01,1.4579,0.2979
312.99,181.62,1.639,0.34897
289.45,179.25,1.5622,0.43727
390.14,228.47,1.5145,0.39653
359.23,238.43,1.4536,0.29899
367.52,253.59,1.3496,0.30929
350.93,225.44,1.4492,0.31642
290.07,181.32,1.6431,0.36068
397.66,243.93,1.5071,0.2966
357.38,245.25,1.4062,0.31919
278.3,178.22,1.4817,0.33426
364.89,226.91,1.5463,0.35374
263.55,158.51,1.5639,0.44395
353.37,230.27,1.4633,0.38041
387.65,234.23,1.4942,0.33394
333.08,243.09,1.3972,0.32335
376.09,253.73,1.4826,0.2793
349.99,263.96,1.2877,0.41589
306.24,183.75,1.6239,0.3292
342.26,233.68,1.3333,0.35412
310.97,174.35,1.6851,0.35886
346.36,252.14,1.4289,0.36529
240.8,152.67,1.5901,0.35134
293.7,200.69,1.4914,0.3148
291.29,193.53,1.5365,0.31384
398.51,223.31,1.5505,0.42679
286.82,185.41,1.5812,0.31166
392.65,262.76,1.4098,0.28661
391.57,262.26,1.4056,0.30452
395.53,249.31,1.4244,0.3339
322.89,206.57,1.5072,0.36894
337.73,244.04,1.4315,0.28408
378.19,234.67,1.4695,0.31383
354.82,273.36,1.3263,0.34057
313.83,187.22,1.5469,0.31812
314.15,173.14,1.6458,0.37722
356.71,204.36,1.6108,0.37774
319.47,240.06,1.2597,0.36589
296.48,197.39,1.4744,0.30147
389.89,238.47,1.4881,0.36021
375.41,253.76,1.3517,0.37424
372.29,243.03,1.4393,0.27331
398.48,246.52,1.52,0.3273
376.18,237.36,1.448,0.33445
346.62,242.6,1.401,0.3404
305.41,223.31,1.3872,0.29185
392.19,221.36,1.5418,0.31991
373.51,218.05,1.5011,0.363
384.33,261.96,1.3986,0.32331
324.2,219.78,1.431,0.35305
372.25,221.15,1.6125,0.35681
316.6,194.15,1.5673,0.30651
377.34,227.97,1.4928,0.33732
393.85,265.57,1.4103,0.36177
335.13,222.02,1.4709,0.32584
321.07,257.47,1.2951,0.3316
351.89,198.57,1.5786,0.33736
333.75,215.6,1.4618,0.34972
377.78,218.53,1.5645,0.37622
395.46,222.14,1.5634,0.35067
386.94,257.58,1.4567,0.36018
322.23,193.14,1.5829,0.33176
212.84,126.38,1.6757,0.33918
371.08,241.34,1.4623,0.32511
310.23,188.71,1.5808,0.29705
375.8,213.56,1.5626,0.3372
300.83,163.11,1.7851,0.38384
306.73,209.4,1.4756,0.32297
299.99,206.4,1.4511,0.39371
398.2,276.93,1.4253,0.30706
316.62,201.39,1.5456,0.27075
308.8,201.6,1.52,0.29581
314.37,226.37,1.3686,0.31118
389.98,247.28,1.5193,0.28837
235.81,152.09,1.4827,0.34731
348.65,184.96,1.7531,0.31936
354.12,197.54,1.6025,0.42454
270.46,157.13,1.6281,0.41537
377.98,252.66,1.4509,0.34503
382.84,265.63,1.3899,0.32542
385.06,262.24,1.3811,0.39684
271.95,149.43,1.7118,0.32077
383.49,246.68,1.4536,0.30904
321.19,208.24,1.4953,0.34774
291.84,186.15,1.5227,0.34505
268.34,162.89,1.6247,0.35492
374.8,227.45,1.4579,0.34814
370.7,241.68,1.4559,0.31866
294.37,194.96,1.4522,0.33227
362.05,222.46,1.5307,0.345
384.11,271.5,1.4303,0.3399
365.62,214.83,1.6098,0.33596
328.92,233.03,1.419,0.32596
370.17,259.64,1.3638,0.34482
336.22,201.29,1.5228,0.32124
305.37,182.62,1.5546,0.33617
334.94,240.26,1.3459,0.31244
277.24,159.85,1.567,0.3846
384.5,236.48,1.5018,0.33565
338.48,183.36,1.7353,0.34915
339.07,196.37,1.5607,0.39763
331.94,219.41,1.4796,0.28112
354.07,206.54,1.5782,0.39675
368.42,284.07,1.3342,0.35261
314.72,215.27,1.4566,0.32257
378.29,258.83,1.3157,0.35087
361.87,268.57,1.3668,0.35219
342.87,218.26,1.5329,0.32651
291.94,188.41,1.4691,0.33769
254.12,145.8,1.7096,0.37791
334.15,205.36,1.6136,0.37889
347.08,220.72,1.4529,0.3314
390.61,255.98,1.4473,0.28874
369.35,268.29,1.397,0.31294
360.38,225.62,1.5881,0.34109
396.71,240.48,1.5569,0.31117
384.58,243.61,1.491,0.31183
323.72,223.32,1.3794,0.31807
365.78,262.13,1.3061,0.28183
266.61,182.31,1.5181,0.34611
396.61,302.71,1.3592,0.27975
306.63,184.86,1.5517,0.27946
369.17,230.69,1.4367,0.33064
343.47,234.26,1.4669,0.26636
388.25,288.95,1.3193,0.37311
347.98,241.75,1.4024,0.32006
374.91,220.6,1.5546,0.2768
350.48,255.01,1.3464,0.34887
256.51,172.88,1.5304,0.2912
367.61,228.54,1.5384,0.34936
365.39,213.04,1.4812,0.37209
297.99,182.29,1.5943,0.29572
362.95,256.9,1.2951,0.38454
273.76,156.36,1.5843,0.36309
396.65,248.61,1.4787,0.33325
341.27,216.29,1.4547,0.38649
396.22,245.27,1.5374,0.29709
378.21,235.78,1.4568,0.33376
393.51,237.43,1.5128,0.37327
296.74,197.91,1.4152,0.34309
386.59,275.86,1.3395,0.32516
319.91,197.8,1.5728,0.33085
306.27,200.57,1.4637,0.36103
317.02,170.36,1.6849,0.38964
339.19,224.69,1.4586,0.31395
317.75,221.49,1.4511,0.30063
384.39,253.9,1.4699,0.38877
297.99,182.29,1.5943,0.29572
368.1,220.02,1.4423,0.3661
324.52,215.25,1.4299,0.32603
367.12,203.69,1.552,0.39911
380.78,293.61,1.3199,0.32089
382.36,232.3,1.4977,0.31089
252.58,167.79,1.6222,0.32304
202.3,128.39,1.6557,0.3424
309.17,187.29,1.5516,0.36091
348.45,229.22,1.4996,0.35118
356.74,236.39,1.3735,0.3489
345.65,258.51,1.2907,0.36994
306.49,207.73,1.4002,0.34085
372.16,198.57,1.5782,0.37064
242.03,142.35,1.6866,0.3698
357.21,201.29,1.54,0.42698
304.02,206.56,1.403,0.33044
378.18,256,1.4403,0.40874
363.67,225.07,1.523,0.33558
342.31,203.32,1.5662,0.30573
337.09,217.37,1.485,0.35628
397.25,258.14,1.3843,0.37649
308.77,220.07,1.455,0.33174
226.03,139.87,1.5905,0.35911
322.42,220.17,1.3637,0.34562
393.62,259.55,1.4543,0.35471
372.66,260.81,1.3829,0.34792
333.9,210.21,1.4761,0.37208
310.97,198.04,1.5419,0.34583
391.17,285.18,1.2389,0.39471
325.73,220.09,1.4232,0.30811
391.41,251,1.4788,0.29161
357.48,242.83,1.3601,0.34491
398.15,249.39,1.4289,0.37597
347.94,209.36,1.5169,0.31371
351.24,211.71,1.505,0.33555
392.67,306.54,1.3084,0.32964
382.43,268.69,1.4059,0.37068
317.82,206.5,1.4363,0.37483
361.33,202.3,1.5837,0.34645
375.9,223.14,1.5184,0.3644
247.11,138.35,1.7273,0.36367
394.17,302.81,1.3059,0.34623
353.28,211.81,1.5516,0.36863
388.32,238.23,1.5105,0.34656
348.79,218.34,1.5122,0.33075
390.18,235.13,1.5471,0.32967
374.7,260.43,1.4447,0.29746
356.39,246.51,1.3071,0.36835
326.86,222.74,1.4581,0.31606
374.65,243.39,1.4067,0.34065
352.51,233.29,1.3948,0.37518
335.15,240.82,1.4262,0.32389
365.05,235.94,1.5362,0.27604
374.69,241.98,1.4285,0.35131
345.38,215.19,1.5534,0.32892
345.08,218.6,1.5254,0.35735
349.34,198.74,1.6055,0.36739
383.89,219.09,1.482,0.35252
305.49,199.58,1.4236,0.33783
383.73,230.56,1.5623,0.34452
280.72,179.07,1.5794,0.269
386.23,265.32,1.3321,0.37983
360.91,261.58,1.4566,0.33403
351.45,211.25,1.5036,0.31953
299.62,186.85,1.5298,0.31012
386.58,225.26,1.5064,0.38343
254,183.72,1.4507,0.37304
347.76,219.16,1.5244,0.291
317.58,199.72,1.4996,0.3799
380.54,275.26,1.3712,0.34525
296.86,181.91,1.5385,0.37802
317.67,224.8,1.3557,0.35563
390.3,263.42,1.4054,0.33444
296.29,213.8,1.393,0.39106
305.49,199.58,1.4236,0.33783
305.76,219.09,1.3931,0.37825
333.53,182.44,1.6848,0.35668
300.49,226.77,1.3204,0.41319
373.73,298.74,1.2552,0.33536
286.78,173.04,1.5893,0.35985
384.26,216.63,1.5794,0.34469
313.94,192.67,1.537,0.31909
353.31,231.39,1.4097,0.34807
376.86,249.26,1.4131,0.29828
383.41,279.79,1.3459,0.30545
385.43,303.73,1.3289,0.34759
344.11,243.78,1.3404,0.35433
352.63,261.13,1.3928,0.30956
336.56,230.82,1.4331,0.28368
371.61,214,1.5709,0.34036
366.7,230.98,1.4774,0.35746
274.52,171.42,1.5553,0.33311
359.82,203.83,1.5443,0.36692
339.34,237.34,1.5028,0.31768
322.28,199.62,1.582,0.34567
332.26,217.17,1.4164,0.36551
391.26,303.98,1.3139,0.36886
390.17,267.23,1.4062,0.35936
366.33,265.77,1.377,0.35018
373.36,221.12,1.5114,0.33797
370.52,240.28,1.3897,0.38289
394.3,290.22,1.3446,0.38064
375.7,212.1,1.5915,0.31827
338.54,211.47,1.5467,0.35971
303.89,233.61,1.3697,0.3272
306.74,214.5,1.3948,0.34077
280.62,159.37,1.6613,0.39848
371.36,277.19,1.3518,0.39252
379.33,265.11,1.419,0.38107
238.98,158.47,1.5645,0.31634
331.15,203.3,1.5591,0.34966
372.85,279.19,1.368,0.3
368.43,227.53,1.5015,0.34664
354.69,223.83,1.4229,0.35176
326.38,223.31,1.3048,0.41732
361.39,241.47,1.4295,0.32352
360.23,245.02,1.4338,0.30462
313.31,214.27,1.5155,0.34528
335.13,200.47,1.5552,0.35877
318.61,169.43,1.5653,0.39275
390.93,218.81,1.5648,0.39319
305.26,189.25,1.5411,0.4078
361.02,233.73,1.4013,0.34815
354.47,231.99,1.4153,0.34367
357.58,228.73,1.5253,0.32353
347.84,248.55,1.403,0.36635
297.73,184.54,1.5052,0.35314
336.83,218.34,1.5131,0.34948
310.91,222.67,1.3731,0.27154
377.96,251.97,1.4586,0.38328
295.03,193.63,1.5621,0.34659
330.01,230.4,1.4148,0.35736
327.48,173.52,1.6864,0.34809
389,229.74,1.4843,0.33009
382.5,283.31,1.3187,0.33282
380.96,245.34,1.4625,0.27971
366.95,229.13,1.5031,0.3488
284.39,185.71,1.3755,0.39274
365.68,219.37,1.4894,0.29414
382.33,222.85,1.5107,0.40993
384.01,266.67,1.4104,0.38527
283.58,163.89,1.6725,0.33556
332.33,195.91,1.6229,0.34576
392.64,246.62,1.4811,0.36587
319.28,223.29,1.4109,0.32676
394.05,255.2,1.4129,0.34828
359.81,256.37,1.3445,0.32421
324.03,206.18,1.565,0.35747
398.44,255.96,1.4669,0.32784
343.55,241.18,1.3753,0.42116
343.28,196.61,1.5713,0.33025
319.91,221.9,1.4762,0.35299
296.71,190.56,1.5208,0.27665
371.38,245.23,1.4242,0.36176
392.62,276.53,1.3547,0.35093
288.01,172,1.5184,0.39204
389.47,239.44,1.4943,0.32969
318.89,234.18,1.3705,0.33166
383.28,287.01,1.3395,0.33403
315.25,171.8,1.6052,0.33266
375.86,263.09,1.3386,0.31476
289.55,181.72,1.584,0.34014
397.39,294.49,1.294,0.37713
302.14,190.29,1.5181,0.37578
391.73,242.97,1.5023,0.33854
335.45,242.48,1.3423,0.34491
354.7,252.25,1.378,0.35154
296.24,194.48,1.4251,0.39284
296.44,189.78,1.5962,0.34033
370.55,241.03,1.4304,0.30474
398.99,250.43,1.4651,0.3902
348.62,244.21,1.4103,0.29794
362.17,200.01,1.6181,0.37971
319.92,174,1.7723,0.35213
290.16,160.28,1.7134,0.33943
359.93,200.53,1.6814,0.3571
390.1,247.62,1.4643,0.36685
380.63,287.86,1.2653,0.33804
378.76,237.45,1.5172,0.29245
377.79,261.82,1.3701,0.33905
374.23,242.7,1.5553,0.36641
301.53,192.75,1.575,0.30135
323.52,174.88,1.7352,0.37187
372.75,255.69,1.3835,0.34704
357.78,248.67,1.3553,0.37831
395.93,277.13,1.4405,0.40805
394.48,257.07,1.4337,0.28698
383.34,264.77,1.3896,0.37965
368.35,263.25,1.393,0.34301
337.83,196.88,1.561,0.40824
379.36,222.58,1.5492,0.30047
291.05,179.47,1.5111,0.35849
385.79,273.26,1.3358,0.35401
295.69,200.48,1.4985,0.38121
334.02,195.06,1.6664,0.33126
357.16,265,1.3343,0.31719
257.39,159.91,1.5347,0.36676
305.28,188.88,1.6484,0.36424
305.59,166.19,1.6969,0.4026
391.74,260.62,1.3894,0.32898
381.94,236.49,1.4588,0.34164
354.91,269.02,1.3321,0.30711
343.82,237.69,1.4825,0.32293
337.02,214.23,1.4861,0.29125
265.39,155.17,1.6792,0.31137
342.44,235.14,1.4695,0.32139
392.73,265.16,1.4649,0.35774
278.2,175.02,1.5184,0.35198
364.71,215.82,1.5218,0.29743
322.54,203.47,1.4517,0.37612
390.37,238.58,1.4875,0.32362
385.11,248.38,1.4164,0.35452
342.23,239.55,1.4065,0.34356
391.38,265.48,1.4309,0.38618
372.97,255.13,1.4004,0.32254
395.56,275.73,1.3858,0.36709
289.3,172.53,1.6241,0.375
322.65,224.83,1.3514,0.38142
388.59,237.21,1.4558,0.42549
295.79,220.73,1.4257,0.29795
367.79,229.1,1.453,0.3615
267.2,166.43,1.5877,0.40458
372.19,216.37,1.5058,0.36205
319,226.5,1.345,0.32095
327.54,190.05,1.6791,0.35274
355.28,239.48,1.428,0.39179
384.36,247.22,1.5119,0.34277
385.65,282.81,1.3738,0.30478
345.74,214.58,1.5756,0.33267
355.66,267.87,1.3471,0.31834
393.36,267.86,1.4634,0.3213
293.04,187.56,1.4958,0.34979
305.45,216.15,1.3852,0.27893
282.25,170.74,1.7521,0.33003
286,174.22,1.5004,0.35758
332.61,224.22,1.3685,0.32265
378.71,249.76,1.4306,0.33818
334.94,237.42,1.4484,0.30145
328.82,183.74,1.5869,0.33993
323.22,207.87,1.5426,0.34546
212.84,126.38,1.6757,0.33918
385.8,222.1,1.5866,0.35592
379.5,246.36,1.4447,0.2869
393.44,259.04,1.4695,0.34439
369.68,231.01,1.4895,0.2842
393.98,294.95,1.2932,0.40492
355.07,218.04,1.531,0.31379
276.84,172.85,1.6374,0.36582
392.42,265.65,1.4188,0.29789
267.81,178.23,1.5695,0.33509
317.41,214.09,1.5046,0.33771
366.33,241.95,1.4714,0.30712
346.69,238.36,1.3342,0.37754
365.1,224.83,1.5497,0.31207
381.93,236.35,1.4669,0.29949
303.84,185.21,1.6225,0.3602
341.82,222,1.514,0.32606
245.59,190.38,1.4153,0.3481
344.15,232.26,1.4715,0.30349
330.49,239.64,1.3958,0.31395
374.57,255.26,1.4524,0.34888
364.79,297.42,1.334,0.31127
394.45,244.91,1.4911,0.3677
316.9,204.45,1.5735,0.31646
387.74,220.15,1.5779,0.37865
343.97,231.97,1.4098,0.30057
310.51,167.11,1.7565,0.44143
399.68,296.11,1.3277,0.40913
354.55,232.91,1.4421,0.29998
344.95,228.25,1.4806,0.32467
372.76,235.67,1.434,0.35925
253.02,140.45,1.7366,0.35363
295.38,185.64,1.5221,0.36379
235.74,142.26,1.76,0.39782
341.56,264.79,1.3074,0.31676
354.73,242.51,1.417,0.35315
363.59,244.77,1.4416,0.2838
320.54,205.07,1.5241,0.28058
287.73,163.05,1.5809,0.39576
287.96,178.69,1.5542,0.33105
389.01,241.45,1.5021,0.36966
313.27,215.52,1.4391,0.3186
392.59,311.41,1.3025,0.36206
388.59,238.06,1.5074,0.35583
381.9,255.21,1.3719,0.40771
366.79,230.29,1.3741,0.46126
301.84,203.85,1.4674,0.34475
375.53,227.12,1.5344,0.29666
347.8,217.6,1.5344,0.34547
337.43,223.44,1.4465,0.32099
349,208.73,1.5068,0.35931
333.18,199.61,1.5292,0.33479
312.29,182.46,1.5574,0.37251
310.99,203.34,1.5384,0.32481
325.91,210.3,1.5239,0.35581
298.8,190.55,1.5633,0.36582
377.73,259.6,1.4467,0.34346
359.44,232.56,1.4082,0.34301
307.98,196.01,1.5366,0.37272
373.02,219.83,1.5456,0.36358
394.4,246.56,1.4656,0.32111
267.26,166.75,1.6449,0.36255
336.25,191.81,1.5927,0.37799
258.74,177.38,1.497,0.32216
299.33,189.5,1.6101,0.29436
367.19,212.9,1.6077,0.37099
387,270.23,1.4074,0.36867
362.55,262.23,1.3448,0.33314
274.67,199.29,1.3446,0.39421
387.59,236.83,1.4957,0.3532
250.03,180.22,1.4454,0.28712
390.46,264.42,1.4139,0.32705
378.97,258.47,1.3562,0.33865
391.24,258.01,1.4033,0.37388
346.26,212.29,1.5238,0.30692
265.49,167.03,1.5737,0.27119
380.43,249.21,1.483,0.30982
370.42,243.35,1.435,0.33479
337.78,228.24,1.4972,0.32655
381.89,259.4,1.4004,0.35633
259.91,157.46,1.5994,0.32224
332.88,219.84,1.4183,0.35946
363.65,212.99,1.5857,0.33401
396.48,241.33,1.4941,0.34477
349.24,251.28,1.3626,0.343
379.13,214.17,1.5494,0.33772
292.24,224.24,1.3207,0.32234
359.6,257.86,1.3829,0.30648
319.27,201.56,1.5117,0.36217
373.79,248.79,1.3926,0.35402
389.47,232.36,1.509,0.35389
392.45,361.55,1.2608,0.30002
392.26,264.81,1.4181,0.33815
310.33,189.17,1.5819,0.33032
371.7,237.24,1.5049,0.38193
367.26,265.02,1.377,0.35004
262.49,154.77,1.5965,0.35376
379.36,224.55,1.551,0.33449
325.67,200.04,1.4929,0.32271
356.68,233.68,1.4245,0.3463
357.32,238.33,1.3733,0.38105
342.7,213.03,1.5494,0.2996
308.92,176.65,1.6462,0.32353
346.6,214.86,1.5671,0.29222
349.79,201.84,1.6213,0.35851
311.35,190.25,1.5486,0.33843
370.96,243.88,1.3983,0.33416
306.06,213.56,1.4428,0.33046
336.35,217.43,1.5529,0.34613
398,252.4,1.5107,0.31416
253.02,140.45,1.7366,0.35363
330.68,251.7,1.3817,0.3819
392.6,290.77,1.3419,0.37591
380.53,263.8,1.3903,0.3492
396.85,302.23,1.289,0.33535
346.11,238.15,1.332,0.38384
328.15,192.05,1.605,0.32348
397.13,249.57,1.4788,0.33117
291.17,186.31,1.5598,0.34524
345.71,205.18,1.6498,0.34413
314.79,213.95,1.5191,0.37405
325.91,201.39,1.4667,0.42356
374.22,228.48,1.5306,0.30684
394.53,249.07,1.4575,0.32531
356.17,223.69,1.5272,0.29191
278.1,190.31,1.4727,0.31882
242.03,142.35,1.6866,0.3698
316.84,204.66,1.5049,0.39115
335.53,203.62,1.5779,0.32947
366.66,213.62,1.5691,0.33752
346.99,215.89,1.5204,0.34682
356.47,222.82,1.4923,0.40394
342.99,252.41,1.3719,0.37101
295.12,195.44,1.4889,0.37865
388.18,219.03,1.6036,0.34728
376.44,256.44,1.49,0.35
242.39,136.84,1.7604,0.34049
399.65,227,1.542,0.37729
312.74,223.29,1.4425,0.33896
387.11,207.94,1.6128,0.33137
319.35,216.54,1.5119,0.40061
392.53,271.96,1.3999,0.3343
279.25,175.1,1.6909,0.32144
343.92,225.29,1.4873,0.33926
278.2,175.02,1.5184,0.35198
333.07,216.34,1.5193,0.30807
378.56,228.05,1.4303,0.37656
366.64,231.66,1.532,0.29627
286.65,193.48,1.4395,0.35591
327.17,221.61,1.4377,0.35766
321.86,192.14,1.5071,0.36821
298.52,159.57,1.7636,0.32799
398.03,251.16,1.4765,0.33255
336.03,193.98,1.5909,0.3025
390.72,240.14,1.4337,0.30731
343.61,217.56,1.4834,0.35422
367.81,218.24,1.5503,0.35299
364.1,237.92,1.4809,0.31535
355.72,241.19,1.4221,0.2977
337.26,216.21,1.4685,0.30609
395.43,211.38,1.6535,0.36177
380.24,247.97,1.4623,0.31108
330.02,211.54,1.4812,0.34823
351.43,291.82,1.2713,0.39445
317.34,218.79,1.5057,0.3482
280.47,157.36,1.7319,0.32917
392.39,259.4,1.4456,0.36932
359.48,222.59,1.497,0.34551
341.96,234.61,1.4573,0.35448
243.77,156.98,1.615,0.35428
307.79,207.94,1.3982,0.32168
249.21,168.88,1.5647,0.38034
350.78,184.83,1.6214,0.36458
352.65,218.26,1.5493,0.34243
360.24,232.23,1.3911,0.35075
369.01,270.62,1.3872,0.31262
338.53,217.8,1.4099,0.31105
312.71,213.32,1.5014,0.33198
352.7,222.44,1.4683,0.29827
369.73,243.92,1.4503,0.33498
360.41,216.47,1.5459,0.41096
367.11,222.98,1.5379,0.34304
369.54,249.98,1.3561,0.38041
377.32,228.04,1.5884,0.30695
268.44,176.53,1.5202,0.31743
345.05,228.69,1.3575,0.38697
350.71,244.51,1.4374,0.34469
259.26,175.64,1.4662,0.33426
389.21,280.32,1.3326,0.35883
378.89,269.48,1.4333,0.31033
381.67,269.25,1.3358,0.33541
399.23,239.75,1.4621,0.37664
379.02,274.25,1.3399,0.39578
340.98,196.85,1.5922,0.35301
376.26,231.33,1.534,0.35621
398.23,268.83,1.4098,0.44147
356.71,213.34,1.5574,0.32333
298.15,189.52,1.545,0.38224
316.88,229.31,1.3153,0.33702
358.31,255.57,1.4284,0.31516
364.3,233.74,1.527,0.29198
359.46,218.18,1.502,0.3269
347.5,225.23,1.4922,0.35501
291.94,188.41,1.4691,0.33769
331.4,203.57,1.5558,0.32349
338.82,231.77,1.4053,0.33257
287.01,196.7,1.5418,0.34449
399.18,287.18,1.3745,0.34175
382.56,255.75,1.4697,0.33667
342.21,213.69,1.4441,0.33572
387.61,250.13,1.4207,0.30075
377.27,281.01,1.3065,0.36838
397.27,251.41,1.4905,0.3509
295.31,186.34,1.6245,0.34164
379.73,261.55,1.4093,0.31267
371.81,237.52,1.5156,0.37007
323,192.39,1.5144,0.40717
396.36,243.41,1.5096,0.27662
316.85,193.69,1.5431,0.33628
333.92,232.19,1.3857,0.3261
296.85,189.92,1.5222,0.34801
396.24,289.76,1.3317,0.3409
344.49,196.47,1.6021,0.31838
289.75,185.21,1.4416,0.34742
376.49,226.81,1.5173,0.35687
282.89,169.69,1.5302,0.33206
282.03,173.54,1.6161,0.31783
396.04,215.27,1.6273,0.38809
370.66,258.82,1.3966,0.35285
354.79,249.18,1.3925,0.34236
365.88,283.31,1.2834,0.31559
318.94,177.06,1.5512,0.33886
347.21,214.31,1.5686,0.338
396.72,273.35,1.4001,0.3776
374.55,236.12,1.4805,0.30269
356.65,203.46,1.5543,0.3681
323.26,195.66,1.5734,0.32222
396.82,287.35,1.3416,0.34758
366.51,297.59,1.2815,0.31072
397.89,238.53,1.5199,0.35585
368.18,235.86,1.5015,0.32369
266.94,160.12,1.6469,0.29735
329.19,229.76,1.4089,0.32043
317.36,196.58,1.5505,0.34428
319.35,184.78,1.637,0.32847
366.21,215.93,1.5588,0.3902
309,191.27,1.5187,0.33685
397.79,250.5,1.4083,0.3772
379.65,262.92,1.3039,0.3245
351.51,251.19,1.3895,0.33951
291.73,191.29,1.5179,0.33185
381.28,219.13,1.5438,0.31381
360.73,233.16,1.3437,0.43102
391.83,278.62,1.381,0.33257
384.87,243.7,1.41,0.31646
348.25,241.89,1.3755,0.33796
351.86,243.79,1.375,0.3296
353.35,219.45,1.5161,0.28236
396.04,282.36,1.2839,0.42375
384.47,241.57,1.4603,0.33341
378.1,242.89,1.4743,0.35056
343.24,231.34,1.4061,0.31072
330.32,194.91,1.6149,0.31732
259.45,158.21,1.5842,0.35194
383.22,239.67,1.4647,0.35966
368.59,250.52,1.405,0.3463
316.83,242.79,1.3814,0.35545
308.18,211.36,1.4882,0.36114
355.64,261.14,1.3282,0.28323
343.47,249.44,1.3896,0.33551
399.9,249.35,1.4815,0.3462
314.33,182.58,1.6251,0.2681
387.45,248.98,1.456,0.35365
386.87,237.06,1.46,0.30886
360.57,220.97,1.5163,0.31547
340.42,211.75,1.5145,0.32821
389.5,253.82,1.4144,0.34516
373.21,245.77,1.5347,0.29343
354.09,218.6,1.4928,0.32021
347.58,201.68,1.5915,0.34672
283.36,185.53,1.5545,0.37378
290.32,188.26,1.5039,0.33085
358.05,252.99,1.4429,0.31286
358.69,255.92,1.4258,0.3666
291.64,191.29,1.4824,0.39509
329.07,201.32,1.5747,0.33574
273.19,169.77,1.5254,0.2961
390.2,278.14,1.3445,0.32541
399.51,248.16,1.5066,0.31403
305.95,202.31,1.4516,0.41926
346.13,227.47,1.4772,0.3564
371.32,249.09,1.382,0.40463
355.06,219.86,1.4701,0.40322
373.38,242.47,1.4934,0.30357
382.33,289.23,1.3103,0.28888
295.49,173.06,1.6809,0.38909
302.37,194.53,1.4901,0.33929
385.65,243.72,1.5123,0.34398
386.26,255.18,1.3897,0.4052
324.62,227.46,1.4067,0.37008
397.23,236,1.4703,0.40437
352.09,238.34,1.4153,0.33484
291.25,210.48,1.339,0.35983
349.87,224.58,1.4668,0.29537
329.27,211.02,1.4974,0.31335
363.96,274.6,1.3538,0.28471
381.04,259.31,1.391,0.36589
327,203.66,1.5571,0.35536
394.91,288.71,1.3619,0.3153
399.35,292.18,1.3478,0.34319
263.41,169.57,1.594,0.32328
382.56,244.93,1.4637,0.3315
371.88,228.78,1.5248,0.27891
391.81,293.88,1.3682,0.42163
335.71,197.28,1.5579,0.3016
328.66,218.91,1.3977,0.36491
316.35,211.28,1.4535,0.29548
298.11,179.24,1.5545,0.47061
352.87,216.82,1.4634,0.33277
393.57,260.49,1.4252,0.3033
358.56,233.13,1.3889,0.32571
341.94,232.97,1.4217,0.42522
346.68,231.27,1.4612,0.35317
397.37,272.82,1.3921,0.34013
230.46,142.04,1.7154,0.34878
389.73,255.62,1.403,0.38238
330.02,211.54,1.4812,0.34823
373.14,238.08,1.4665,0.31552
292.95,168.72,1.6475,0.30708
355.35,243.78,1.4733,0.39742
320.14,202.4,1.4949,0.32486
367.82,240.06,1.4412,0.33886
276.19,180.51,1.6551,0.4022
332.23,211.89,1.5322,0.37011
396.24,247.01,1.4544,0.36537
390.45,263.97,1.3609,0.42286
362.17,222.08,1.5411,0.45299
344.6,223.91,1.446,0.43171
262.36,175.95,1.5372,0.36972
354.18,216.69,1.5566,0.29559
338.48,212.3,1.5673,0.3713
325.85,245.73,1.3402,0.29738
309.72,222.02,1.4179,0.38182
307.34,208.93,1.4936,0.40744
343.06,228.36,1.4564,0.32072
256.69,164.3,1.5155,0.32132
398.25,218.83,1.5581,0.3501
356.63,226.73,1.4645,0.33847
328.72,203.97,1.5063,0.39101
396.31,277.18,1.3881,0.34268
333.71,211.12,1.4907,0.35701
275.28,182.94,1.4909,0.39408
376.31,243.6,1.4698,0.38077
358.08,246.81,1.361,0.32215
372.06,230.9,1.5211,0.36768
317.63,182,1.5863,0.33433
288,170.75,1.5101,0.40165
350.15,248.37,1.4025,0.32746
377.79,283.51,1.3809,0.2824
379.79,249.07,1.4204,0.37528
264,155.88,1.6793,0.30775
375.17,249.72,1.4721,0.30002
319.24,227.72,1.3693,0.28145
334.2,211.5,1.5319,0.36657
294.35,181.95,1.6272,0.3178
342.35,273.69,1.2376,0.33065
268.89,171.24,1.625,0.3266
399.44,272.69,1.3944,0.33259
337.39,200.59,1.5488,0.40003
312.34,228.39,1.3893,0.2849
374.83,229.43,1.5187,0.33336
202.3,128.39,1.6557,0.3424
381.74,227.62,1.5351,0.35861
363.22,216.05,1.6126,0.3423
295.41,195.2,1.4599,0.36211
337.9,242.32,1.4365,0.37603
335.98,213.64,1.5301,0.34613
295.63,182.02,1.543,0.3328
394.78,267.64,1.3825,0.32404
337.37,236.15,1.4079,0.37148
326.01,225.26,1.4311,0.39149
347.91,235.49,1.4305,0.29772
284.6,181.01,1.5936,0.38583
375.99,228.19,1.5327,0.33373
373.82,307.09,1.2285,0.43218
376.03,206.91,1.6159,0.33966
273.13,155.79,1.7147,0.3346
363.68,277.45,1.2779,0.35603
309.35,225.71,1.3965,0.30333
269.69,181.56,1.4477,0.29902
